ID 3,Name,semi major axis (AU),eccentricity of the orbit,inclination of the orbit wrt J2000 ecliptic plane,longitude of the ascending node,argument of the perihelion (J2000 ecliptic),perihelion distance (comets only),aphelion distance (AU),period (years),data-arc span,codition code,# observations used (total),# of delay radar observations,# of Doppler radar observations used in fit,absolute magnitude,diameter (from equivalent sphere),object bi/tri axial ellipsoid dimensions,geometric albedo,rotation period,mass expressed as product of mass and gravity,color index BV,color index UB,color index IR,spectral taxonomic type (SMASSII),spectral taxonomic type (Tholen)
id,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
a0000717,717 Wisibada (1911 MJ),3.143343616,0.260702881,1.646007242,343.6063121,24.65753187,2.323864879,3.962822354,5.573089151,37461,0,1573,,,11.1,31.04,,0.0666,,,0.701,0.242,,,DX:
a0000718,718 Erida (1911 MS),3.053481956,0.200825727,6.928953278,38.62267974,174.7629202,2.440264221,3.666699691,5.335820844,40613,0,1516,,,9.6,72.94,,0.0399,17.447,,,,,X,
a0000720,720 Bohlinia (1911 MW),2.887234534,0.016673201,2.355976184,35.71133552,118.2746799,2.839095092,2.935373976,4.906042406,41751,0,1658,,,9.6,33.73,,0.2029,8.919,,0.806,0.44,,Sq,S
a0000721,721 Tabora (1911 MZ),3.557266182,0.114546641,8.314696555,38.47639002,353.636591,3.14979329,3.964739074,6.709385531,37395,0,1415,,,9.26,76.07,,0.0604,7.982,,0.782,0.24,,,D
a0000723,723 Hammonia (1911 NB),2.994415976,0.054197922,4.994684942,163.3490302,245.9785109,2.832124853,3.156707099,5.181749319,40345,0,1329,,,9.9,35.68,,0.1829,5.436,,,,,C,
a0000725,725 Amanda (1911 ND),2.573711074,0.219393126,3.786571293,68.81901125,322.7479893,2.009056556,3.138365592,4.129028581,35707,0,1370,,,11.81,21.51,,0.0721,3.749,,0.738,0.417,,,CSU
a0000726,726 Joella (1911 NM),2.566030111,0.284206868,15.40934623,242.2964134,112.3985584,1.83674673,3.295313492,4.110558419,29940,0,828,,,10.57,44.02,,0.0539,13.04,,,,,,
a0000727,727 Nipponia (1912 NT),2.566735858,0.104448717,15.06121911,133.0830786,275.1637407,2.298643591,2.834828126,4.112254355,38608,0,1142,,,9.5,32.17,,0.2423,5.0687,,0.801,0.273,,,DT
a0000729,729 Watsonia (1912 OD),2.760261656,0.096438807,18.04220085,124.3985471,88.31586208,2.494065315,3.026457996,4.585995043,35121,0,1108,,,9.31,49.15,,0.1381,25.23,,0.78,0.375,,L,STGD
a0000731,731 Sorga (1912 OQ),2.994133277,0.137515596,10.67912234,46.35363411,288.0732662,2.582393254,3.4058733,5.181015533,35864,0,1259,,,9.62,41.78,,0.1436,8.184,,0.691,0.312,,Xe,CD
a0000732,732 Tjilaki (1912 OR),2.455712751,0.044596022,10.98961129,173.3839453,64.22179235,2.346197731,2.565227771,3.848349882,36652,0,1371,,,10.4,37.61,,0.0655,12.34,,,,,,
a0000733,733 Mocia (1912 PF),3.400956788,0.061894157,20.26254367,341.0711717,192.0143205,3.190457436,3.61145614,6.272055218,38352,0,1108,,,9.05,88.71,,0.0539,11.374,,0.704,0.281,,,CF
a0000734,734 Benda (1912 PH),3.150407122,0.09781493,5.797646914,3.248771655,67.92896354,2.842250271,3.458563974,5.591884896,34378,0,1389,,,9.9,70.82,,0.0464,7.11,,,,,,
a0000735,735 Marghanna (1912 PY),2.726984388,0.322649697,16.88606406,42.98421557,310.0710068,1.847123702,3.606845074,4.50331348,37007,0,1247,,,9.55,74.32,,0.0484,15.95,,0.705,0.318,,Ch,C
a0000736,736 Harvard (1912 PZ),2.202105313,0.1648438,4.374380145,135.9451747,200.3550301,1.839101905,2.56510872,3.267874197,36922,0,1491,,,11.64,16.66,,0.1406,6.7,,0.9,0.51,,,S
a0000737,737 Arequipa (1912 QB),2.591297973,0.244029555,12.361317,184.6861894,134.2824491,1.958944681,3.223651265,4.171423037,36127,0,1318,,,8.81,44.07,,0.2723,14.13,,0.832,0.208,,S,S
a0000738,738 Alagasta (1913 QO),3.035638749,0.055190024,3.534520067,132.1152888,41.20139049,2.868101775,3.203175724,5.289118948,36980,0,1622,,,10.13,62.79,,0.0398,17.83,,0.763,,,,CGSU
a0000739,739 Mandeville (1913 QR),2.738485185,0.142976344,20.65973108,136.6151738,45.40442216,2.346946586,3.130023784,4.53183194,35712,0,1107,,,8.5,107.53,,0.0608,11.931,,0.72,0.312,,X,X
a0000740,740 Cantabia (1913 QS),3.052367386,0.111176701,10.84731228,116.0997869,47.62771222,2.713015251,3.391719521,5.332899619,36919,0,1166,,,9.1,90.9,,0.0552,64.453,,0.708,0.324,,,CX
a0000741,741 Botolphia (1913 QT),2.719260101,0.070126022,8.414790437,100.7853197,62.94638911,2.528569207,2.909950994,4.484193325,38076,0,1353,,,10,29.64,,0.1391,23.93,,,,,X,X
a0000742,742 Edisona (1913 QU),3.011155884,0.118856981,11.2186909,64.22991792,284.5201006,2.653258988,3.36905278,5.225261874,36912,0,1276,,,9.55,45.6,,0.1286,18.52,,0.842,0.405,,K,S
a0000743,743 Eugenisis (1913 QV),2.792469237,0.056867966,4.828121201,229.1346747,186.5354909,2.633667192,2.951271281,4.66649493,36841,0,1382,,,10.2,53.17,,0.0625,10.23,,,,,Ch,
a0000744,744 Aguntina (1913 QW),3.174034974,0.119896899,7.710544095,142.6768614,28.88840939,2.793478024,3.554591925,5.654910869,36875,0,1346,,,10.21,58.69,,0.0423,17.47,,0.657,0.161,,,FX:
a0000746,746 Marlu (1913 QY),3.10733584,0.239272537,17.50629639,2.006709265,307.1997876,2.363835711,3.85083597,5.477602256,35335,0,1144,,,10,69.75,,0.0363,7.787,,0.726,0.283,,,P
a0000747,747 Winchester (1913 QZ),3.001293383,0.340468388,18.16639043,130.0834217,275.4525347,1.979447864,4.023138902,5.199611294,36642,0,1397,,,7.69,171.71,,0.0503,9.4146,,0.713,0.317,,C,PC
a0000748,748 Simeisa (1913 RD),3.951191959,0.188267684,2.25786696,265.5424334,178.4836534,3.207310198,4.69507372,7.854171793,34372,0,1426,,,9.01,102.97,,0.0415,11.919,,0.694,0.206,,,P
a0000750,750 Oskar (1913 RG),2.444329896,0.128748213,3.950863532,69.73953641,72.34456767,2.12962679,2.759033002,3.821623789,36577,0,1325,,,12.13,20.57,,0.0587,6.2584,,0.603,0.22,,,F
a0000751,751 Faina (1913 RK),2.550466225,0.152852439,15.60770573,78.87430167,302.7786801,2.160621241,2.940311209,4.073217185,36856,0,1132,,,8.66,110.5,,0.0497,23.678,,0.685,0.376,,Ch,C
a0000752,752 Sulamitis (1913 RL),2.462921082,0.07351037,5.959530484,85.17227092,23.39483997,2.281870842,2.643971323,3.865306585,35095,0,1350,,,10.2,62.77,,0.0409,27.367,,,,,,
a0000753,753 Tiflis (1913 RM),2.328089792,0.222163468,10.09321629,61.42346188,202.9158384,1.81087329,2.845306293,3.552284919,38766,0,1334,,,10.21,23.59,,0.2616,9.85,,0.936,0.491,,L,S
a0000754,754 Malabar (1906 UT),2.988054973,0.047938577,24.55969232,180.0532666,301.820234,2.844811871,3.131298076,5.165246798,41085,0,1345,,,9.19,87.62,,0.0485,11.74,,0.695,0.335,,Ch,XC
a0000755,755 Quintilla (1908 CZ),3.185372311,0.139275728,3.235803599,176.7965275,42.88509686,2.741727262,3.62901736,5.685236076,35993,0,1727,,,9.81,36.04,,0.1621,4.552,,0.688,0.22,,,M
a0000756,756 Lilliana (1908 DC),3.195938063,0.148146538,20.35190474,208.0849587,5.300203979,2.722470904,3.669405221,5.713546068,36359,0,1190,,,9.8,71.5,,0.05,7.834,,,,,,
a0000757,757 Portlandia (1908 EJ),2.37334417,0.108572657,8.16607858,22.53699591,44.0014716,2.115663889,2.631024451,3.656362828,35170,0,1315,,,10.2,32.09,,0.1427,6.5837,,0.674,0.242,,Xk,XF
a0000758,758 Mancunia (1912 PE),3.18708822,0.151580128,5.611171464,106.1987064,315.0827275,2.70398898,3.67018746,5.689830513,36298,0,1491,,,8.16,85.48,,0.1317,12.7253,,0.745,0.418,,,X
a0000759,759 Vinifera (1913 SJ),2.617751841,0.206361881,19.90971592,318.4279831,1.130815829,2.077547647,3.157956035,4.235463201,36750,0,951,,,10.6,45.11,,0.0548,14.229,,,,,X,
a0000760,760 Massinga (1913 SL),3.151469049,0.231516901,12.53238228,331.6649698,200.7313638,2.421850702,3.881087396,5.59471247,36046,0,1130,,,7.96,71.29,,0.2276,10.72,,0.947,0.557,,,SU
a0000762,762 Pulcova (1913 SQ),3.156222142,0.102891933,13.08901172,305.7643376,189.1885866,2.831472344,3.480971941,5.607374286,35600,0,1788,,,8.28,137.08,,0.0458,5.839,,0.658,0.345,,,F
a0000764,764 Gedania (1913 SU),3.192113702,0.099637122,10.03290564,259.0138053,155.6992126,2.87406068,3.510166724,5.703293621,40676,0,1177,,,9.6,58.28,,0.084,24.9751,,0.737,0.4,,,C
a0000766,766 Moguntia (1913 SW),3.020591435,0.094991271,10.0775748,7.922854535,72.63117925,2.733661616,3.307521254,5.249841385,38426,0,1114,,,10.15,31.28,,0.1572,4.8164,,0.802,0.38,,,MU
a0000767,767 Bondia (1913 SX),3.131991923,0.176038425,2.417224172,79.68448737,267.6937603,2.580640998,3.683342849,5.542926917,36193,0,1450,,,10,41.54,,0.1024,,,,,,B,
a0000769,769 Tatjana (1913 TA),3.169572019,0.185398731,7.36876319,38.50077385,254.0714073,2.581937389,3.757206648,5.642988155,36282,0,1348,,,8.9,106.44,,0.0429,35.08,,,,,,
a0000770,770 Bali (1913 TE),2.220585577,0.15086052,4.385358277,44.70817213,17.9321573,1.885586881,2.555584272,3.30909682,39780,0,1469,,,10.9,16,,0.2483,5.9513,,0.9,0.557,,,S
a0000771,771 Libera (1913 TO),2.650116897,0.248654729,14.93991018,218.213368,227.3349179,1.991152797,3.309080996,4.314254382,36657,0,1189,,,10.49,29.38,,0.1303,5.892,,0.687,0.3,,X,X
a0000772,772 Tanete (1913 TR),2.999584439,0.091699925,28.8575538,63.85229511,145.8568823,2.724522772,3.274646106,5.195170918,36609,0,1118,,,8.33,117.66,,0.0594,11.8,,0.671,0.342,,,C
a0000773,773 Irmintraud (1913 TV),2.857341512,0.08094058,16.68860519,322.4095434,332.2801196,2.626066633,3.08861639,4.830047795,36462,0,988,,,9.1,95.88,,0.044,6.7514,,0.706,0.284,,T,D
a0000774,774 Armor (1913 TW),3.04510674,0.169965556,5.561660584,250.2913204,28.69493114,2.527543481,3.56267,5.31388294,38373,0,1331,,,8.7,50.37,,0.2529,25.107,,,,,,
a0000775,775 Lumiere (1914 TX),3.010460763,0.072081743,9.291148125,297.7636567,167.0056406,2.793461505,3.227460022,5.223452613,30692,0,1142,,,10.2,33.59,,0.1083,6.103,,0.818,0.432,,,S
a0000776,776 Berbericia (1914 TY),2.934683529,0.163275231,18.24062288,79.8168323,307.4554152,2.455522399,3.413844659,5.027477251,36536,0,1118,,,7.68,151.17,,0.0655,7.668,,0.724,0.39,,Cgh,C
a0000777,777 Gutemberga (1914 TZ),3.224476362,0.10799122,12.93884338,283.3152778,263.0523061,2.876261226,3.572691497,5.790245778,36320,0,1059,,,9.7,65.57,,0.0494,12.88,,,,,,
a0000778,778 Theobalda (1914 UA),3.188628547,0.249955576,13.68703311,321.7094013,134.2502294,2.391613062,3.985644032,5.693955872,32780,0,960,,,9.66,64.06,,0.0589,11.659,,0.617,0.256,,,F
a0000779,779 Nina (1914 UB),2.666126927,0.225815373,14.58258467,283.7743234,49.26000028,2.064074481,3.268179374,4.353408632,35668,0,1006,,,7.9,76.62,,0.144,11.186,,,,,X,
a0000780,780 Armenia (1914 UC),3.112366187,0.097215539,19.08664521,144.8627261,214.7936035,2.809795831,3.414936543,5.490908856,38396,0,1192,,,9,94.4,,0.0498,19.891,,,,,,
a0000781,781 Kartvelia (1914 UF),3.217714022,0.115492708,19.15051495,138.1151729,156.3206515,2.846091516,3.589336529,5.772040463,32196,0,1273,,,9.5,66.02,,0.0704,19.06,,,,,Xc,CPU:
a0000782,782 Montefiore (1914 UK),2.179756045,0.038489307,5.260691529,80.50451437,81.37678998,2.095858744,2.263653346,3.21825193,35994,0,1292,,,11.3,11.88,,0.2919,4.0728,,,,,Sl,S
a0000783,783 Nora (1914 UL),2.342334945,0.229752474,9.341924578,142.1295765,154.7988838,1.804177697,2.880492193,3.584938409,37466,0,1376,,,11,40.02,,0.0635,34.4,,,,,C,
a0000784,784 Pickeringia (1914 UM),3.097910101,0.241727285,12.28680475,14.94988937,238.3763104,2.349060701,3.8467595,5.452697667,33538,0,1206,,,9.2,89.42,,0.0555,13.17,,,,,C,
a0000785,785 Zwetana (1914 UN),2.569775553,0.210171777,12.76644434,71.89906838,131.5639962,2.029681258,3.109869848,4.119561513,33856,0,1213,,,9.45,48.54,,0.1245,8.8882,,0.645,0.166,,Cb,M
a0000786,786 Bredichina (1914 UO),3.175485818,0.162823194,14.54594107,89.89567952,133.3227319,2.658443075,3.692528561,5.65878858,36512,0,1032,,,8.65,91.6,,0.073,18.61,,0.692,0.254,,,C
a0000787,787 Moskva (1914 UQ),2.540380729,0.129085535,14.84089653,183.9167194,125.8883444,2.212454325,2.868307134,4.049080553,35961,0,1324,,,9.7,27.51,,0.2559,6.056,,,,,,
a0000788,788 Hohensteina (1914 UR),3.126219654,0.132436088,14.33438182,177.8487862,48.44478465,2.712195354,3.540243955,5.527610536,36494,0,1262,,,8.6,103.68,,0.0787,37.176,,,,,,
a0000790,790 Pretoria (1912 NW),3.411220758,0.15098226,20.52688607,252.0538288,38.77459308,2.89618694,3.926254577,6.300469899,32927,0,1238,,,8,170.37,,0.0384,10.37,,0.706,0.309,,,P
a0000791,791 Ani (1914 UV),3.120187682,0.19677115,16.3870778,130.0221876,201.6331351,2.506224764,3.7341506,5.51162015,35665,0,1281,,,9.25,103.52,,0.0329,16.72,,0.708,0.282,,,C
a0000792,792 Metcalfia (1907 ZC),2.623344504,0.129954337,8.616500393,265.1413436,227.5309242,2.282429508,2.9642595,4.24904365,35920,0,1264,,,10.33,60.73,,0.0354,9.17,,0.708,0.213,,X,
a0000793,793 Arizona (1907 ZD),2.794478987,0.12498815,15.78901877,36.06443182,309.1824791,2.445202229,3.143755746,4.671533578,39056,0,1302,,,10.26,28.95,,0.1659,7.399,,0.822,,,S,DU:
a0000794,794 Irenaea (1914 VB),3.129969033,0.296178138,5.417923062,160.4546642,131.6313517,2.202940633,4.056997434,5.537557687,35659,0,1472,,,11.2,35.8,,0.0502,9.14,,,,,,
a0000795,795 Fini (1914 VE),2.749556576,0.102066797,19.05674282,17.4000339,190.8411149,2.468918141,3.03019501,4.559342236,35171,0,988,,,9.9,74.66,,0.0418,9.292,,,,,C,
a0000796,796 Sarita (1914 VH),2.636322121,0.319054126,19.03713033,33.23547801,329.7272606,1.795192672,3.477451571,4.280612477,36328,0,1103,,,9.12,44.96,,0.1966,8.1755,,0.715,0.248,,X,XD
a0000798,798 Ruth (1914 VT),3.013582689,0.038601546,9.227126255,214.4825813,41.00040604,2.897253738,3.12991164,5.231580002,48847,0,1424,,,9.5,43.19,,0.1587,8.55,,0.797,0.407,,,M
a0000799,799 Gudula (1915 WO),2.541688684,0.021499609,5.281775556,164.8812973,235.5184667,2.487043372,2.596333996,4.052208054,38801,0,1348,,,10.2,43.63,,0.0704,14.814,,,,,,
a0000801,801 Helwerthia (1915 WQ),2.604198327,0.077992095,14.12398712,185.9904528,335.6849851,2.401091444,2.807305211,4.202611897,35993,0,1275,,,11.55,33.23,,0.0384,23.93,,0.727,0.273,,,XC
a0000803,803 Picka (1915 WS),3.198703383,0.064820503,8.673315517,250.9893312,61.51875175,2.99136182,3.406044946,5.720963234,36178,0,1242,,,9.3,46.5,,0.1181,5.0742,,,,,,
a0000804,804 Hispania (1915 WT),2.84100366,0.138231594,15.36309005,347.6998598,343.387836,2.448287195,3.233720124,4.788680832,38897,0,1152,,,7.84,157.58,,0.052,14.845,,0.727,0.39,,C,PC
a0000805,805 Hormuthia (1915 WW),3.194315228,0.18712253,15.72553892,166.4474826,132.5650758,2.596586881,3.792043576,5.709194781,35812,0,1268,,,9.82,66.94,,0.0465,9.51,,0.7,0.277,,,CX
a0000806,806 Gyldenia (1915 WX),3.210539359,0.074974008,14.23712893,44.01125861,118.9641798,2.969832356,3.451246363,5.752746011,35853,0,967,,,10.1,62.63,,0.0259,16.846,,,,,,
a0000807,807 Ceraskia (1915 WY),3.017521118,0.066808903,11.31938112,132.219713,337.9323252,2.815923843,3.219118393,5.241839021,38419,0,1384,,,10.56,26.24,,0.1532,7.4,,0.845,0.447,,,S
a0000808,808 Merxia (1901 GY),2.746728741,0.126458623,4.722834748,181.0731533,274.186461,2.399381207,3.094076274,4.552310329,40810,0,1437,,,9.7,32.49,,0.2207,30.631,,,,,Sq,
a0000813,813 Baumeia (1915 YR),2.223395256,0.026002299,6.295403777,51.98149447,314.6740223,2.165581867,2.281208646,3.315379245,38830,0,1388,,,11.5,13.5,,0.2027,10.544,,,,,,
a0000814,814 Tauris (1916 YT),3.153096622,0.308267819,21.82677928,88.79687921,296.825123,2.181098403,4.125094842,5.599047105,35861,0,1191,,,8.74,109.56,,0.047,35.8,,0.701,0.316,,C,C
a0000815,815 Coppelia (1916 YU),2.658406725,0.075206907,13.86108292,57.12119047,59.36612216,2.458476179,2.858337272,4.334513328,35604,0,1011,,,10.7,21.1,,0.2089,4.421,,,,,Xe,
a0000816,816 Juliana (1916 YV),3.002927448,0.110500266,14.3304099,127.8750795,21.69589559,2.671103168,3.334751729,5.203858293,35840,0,1045,,,10.4,59.85,,0.0311,10.58,,,,,,
a0000817,817 Annika (1916 YW),2.590987198,0.178525138,11.33924893,125.6322374,284.5182145,2.128430851,3.053543545,4.17067264,35558,0,1216,,,10.6,22.05,,0.174,10.56,,,,,,
a0000818,818 Kapteynia (1916 YZ),3.169581476,0.094999542,15.66499801,70.83445499,293.3369211,2.868472686,3.470690266,5.64301341,35815,0,1187,,,9.2,49.45,,0.1655,16.35,,,,,,
a0000820,820 Adriana (1916 ZB),3.132847267,0.049613316,5.939821708,118.5305733,188.553799,2.977416327,3.288278207,5.545197723,35803,0,1466,,,10.4,58.65,,0.0204,,,,,,,
a0000823,823 Sisigambis (1916 ZG),2.221047797,0.089952408,3.646598957,255.0657413,218.93414,2.0212592,2.420836394,3.310130068,35670,0,1300,,,11.1,16.63,,0.1793,146,,,,,,
a0000824,824 Anastasia (1916 ZH),2.792393851,0.136570828,8.126111655,141.4055011,142.1266908,2.411034311,3.173753392,4.666305967,36692,0,1431,,,10.41,34.14,,0.1039,250,,0.848,0.41,,L,S
a0000825,825 Tanina (1916 ZL),2.225459299,0.075449818,3.4002758,101.4305517,111.6822321,2.057548801,2.393369797,3.319996961,35673,0,1410,,,11.5,11.02,,0.2624,6.94,,0.912,0.525,,S,SR
a0000826,826 Henrika (1916 ZO),2.712448031,0.204840248,7.104843912,230.2499849,36.87189721,2.156829502,3.268066559,4.467353726,33876,0,1270,,,11.5,19.28,,0.1435,5.9846,,,,,C,
a0000828,828 Lindemannia (1916 ZX),3.188513792,0.032196404,1.13208007,1.870800454,289.3039473,3.085855113,3.291172471,5.693648498,39554,0,1957,,,10.33,53.39,,0.0457,,,,,,,XFU
a0000829,829 Academia (1916 ZY),2.578992832,0.100388357,8.284420598,352.5135793,41.37453271,2.320091978,2.837893686,4.141745461,36564,0,1288,,,11,43.76,,0.0484,7.891,,,,,,
a0000830,830 Petropolitana (1916 ZZ),3.211975195,0.061757168,3.816801118,340.7565235,85.74345692,3.013612703,3.410337686,5.756605606,35427,0,1460,,,9.1,41.22,,0.2382,39,,0.899,0.5,,,S
a0000834,834 Burnhamia (1916 AD),3.182579317,0.205979251,3.950416043,183.2359048,89.85670042,2.527034014,3.838124621,5.677760333,39591,0,1584,,,9.39,66.65,,0.0698,13.875,,0.752,0.472,,,GS:
a0000835,835 Olivia (1916 AE),3.218553849,0.09039057,3.706472241,309.2159679,62.19009229,2.927626932,3.509480765,5.774300372,35456,0,1214,,,11.4,35.65,,0.0242,,,,,,,
a0000838,838 Seraphina (1916 AH),2.898295839,0.134773981,10.41490863,240.131363,116.6688674,2.507680971,3.288910707,4.934262753,35346,0,1333,,,10.09,59.81,,0.0455,15.67,,0.703,0.324,,,P
a0000839,839 Valborg (1916 AJ),2.613801548,0.152912427,12.60854847,338.2358969,338.8100437,2.214118811,3.013484285,4.225879592,34091,0,1031,,,10.5,20.39,,0.3534,10.366,,,,,,S
a0000842,842 Kerstin (1916 AM),3.234796666,0.122184758,14.54814525,5.6755112,351.5633639,2.83955382,3.630039513,5.818066522,35395,0,973,,,10.6,39.16,,0.0552,,,,,,,
a0000845,845 Naema (1916 AS),2.938158293,0.068917802,12.6106581,43.16432773,295.6694266,2.735666881,3.140649706,5.036408948,35564,0,1060,,,10.1,54.36,,0.0788,20.892,,,,,C,
a0000846,846 Lipperta (1916 AT),3.126954469,0.182849604,0.264283702,261.5166225,129.2148892,2.555192084,3.698716855,5.529559541,35574,0,1782,,,10.26,52.41,,0.0506,1641,,0.61,0.39,,,CBU:
a0000847,847 Agnia (1915 XX),2.783176252,0.093476072,2.48472367,271.0874733,130.4448926,2.523015868,3.043336636,4.643220063,39236,0,1534,,,10.29,28.04,,0.172,14.827,,0.856,0.496,,S,S
a0000849,849 Ara (1912 NY),3.147028169,0.199228734,19.52827259,228.3809024,63.41619446,2.520049731,3.774006607,5.582890986,34611,0,1384,,,8.1,61.82,,0.266,4.116,,0.701,0.252,,,M
a0000850,850 Altona (1916 S24),3.002276464,0.124499696,15.543175,121.156418,134.0671997,2.628493957,3.376058971,5.20216622,35314,0,1325,,,9.6,80.9,,0.039,11.197,,,,,,
a0000851,851 Zeissia (1916 S26),2.228197936,0.0898467,2.391689689,141.2043887,7.580642515,2.028001704,2.428394168,3.3261272,31925,0,1454,,,11.62,12.26,,0.2646,9.34,,0.859,0.482,,,S
a0000852,852 Wladilena (1916 S27),2.361927696,0.274986379,23.01868586,27.31013182,282.388185,1.712429752,3.011425639,3.630012331,36718,0,1054,,,9.9,23.01,,0.366,4.6134,,,,,,
a0000853,853 Nansenia (1916 S28),2.31241576,0.105156135,9.216188926,182.8701689,59.8588,2.069251056,2.555580465,3.516471349,34235,0,1403,,,11.67,27,,0.0511,7.931,,0.71,0.29,,Ch,XD
a0000857,857 Glasenappia (1916 S33),2.190429001,0.089001636,5.301115294,82.96959552,238.6824513,1.995477236,2.385380766,3.24191761,33887,0,1394,,,11.32,15.03,,0.2318,8.23,,0.63,0.14,,,MU
a0000858,858 El Djezair (1916 a),2.81079349,0.101493338,8.873522218,67.20985295,178.8907377,2.525516677,3.096070304,4.712502687,38497,0,1297,,,10.2,23.51,,0.3197,22.31,,,,,,S
a0000859,859 Bouzareah (1916 c),3.227507652,0.105942619,13.50920363,35.81857113,18.14746571,2.88557704,3.569438265,5.798412705,35371,0,957,,,9.7,73.97,,0.0467,23.2,,,,,,
a0000860,860 Ursina (1917 BD),2.795618072,0.106457215,13.32135493,309.4590163,19.83675869,2.498004357,3.093231787,4.674390182,40569,0,1168,,,10.26,29.32,,0.1618,9.386,,0.658,0.205,,X,M
a0000861,861 Aida (1917 BE),3.140320041,0.102665686,8.04950457,115.0383359,194.1639285,2.817916931,3.462723152,5.565049972,39266,0,1277,,,9.6,66.85,,0.0571,10.95,,,,,,
a0000862,862 Franzia (1917 BF),2.803336109,0.079871978,13.89952851,300.1475982,120.6116911,2.57942811,3.027244108,4.693760858,40474,0,1095,,,9.8,27.26,,0.1368,7.52,,,,,S,
a0000863,863 Benkoela (1917 BH),3.206106052,0.031058711,25.4241615,116.964753,92.97491818,3.106528531,3.305683573,5.740834515,35473,0,963,,,9.02,27.06,,0.5952,7.03,,1.077,0.633,,A,A
a0000865,865 Zubaida (1917 BO),2.417045976,0.194378319,13.33901451,177.0867638,301.6203997,1.947224642,2.88686731,3.757816503,38426,0,1149,,,11.6,17.77,,0.0972,11.3533,,,,,,
a0000866,866 Fatme (1917 BQ),3.124044207,0.055538222,8.648836265,91.29626686,259.2746275,2.950540347,3.297548068,5.52184178,35215,0,1279,,,9.5,88.31,,0.0473,20.03,,,,,X,
a0000867,867 Kovacia (1917 BS),3.06456914,0.12923965,5.976572066,46.84450223,69.81248765,2.668505297,3.460632983,5.364908734,35470,0,1281,,,11.4,24.04,,0.0923,8.6772,,,,,,
a0000868,868 Lova (1917 BU),2.702992774,0.149352582,5.838335342,115.79844,287.340993,2.299293824,3.106691725,4.444015136,34440,0,1460,,,10.22,52.47,,0.0524,41.3,,0.711,0.362,,Ch,C:
a0000869,869 Mellena (1917 BV),2.689385828,0.219377275,7.837203237,154.9262556,107.2938934,2.099395693,3.279375963,4.410500445,30722,0,1246,,,11.8,18.52,,0.0565,6.5155,,,,,,
a0000872,872 Holda (1917 BZ),2.730376128,0.080359932,7.369549529,194.7984016,18.31350128,2.510963289,2.949788968,4.511717719,41380,0,1512,,,9.91,30.04,,0.2127,5.945,,0.726,0.275,,X,M
a0000873,873 Mechthild (1917 CA),2.628291879,0.14819653,5.272917537,150.0449321,109.9249425,2.238788142,3.017795616,4.261069246,35374,0,1500,,,11.49,29.04,,0.0531,10.6,,0.684,0.319,,,PC
a0000874,874 Rotraut (1917 CC),3.153730185,0.078812965,11.14585096,190.6912241,11.46011832,2.905175358,3.402285012,5.600734743,35237,0,1203,,,10.1,56.47,,0.0554,14.586,,,,,,
a0000875,875 Nymphe (1917 CF),2.553104663,0.151089692,14.57159755,196.1055841,117.4283368,2.167356866,2.93885246,4.079539387,35378,0,972,,,11.1,13.75,,0.2346,12.618,,,,,,
a0000876,876 Scott (1917 CH),3.013757168,0.111106596,11.35075432,150.9692193,211.9230773,2.678908867,3.348605469,5.232034352,35328,0,1301,,,10.89,21.88,,0.1626,14,,0.807,0.375,,,S
